level_family_id,level_snapshot_id,snapshot_version,instrument,level_type,level_price,valid_from,first_touch,last_touch,touch_count,touch_times,tolerance_ticks,min_touches,round_confluence,historical,mirror,source_pivot_ids,source_sides,known_index,level_id,price,known_time
CNYRUBF-L89,CNYRUBF-L89-V5,5,CNYRUBF,MIRROR,11.2815,2026-01-13 14:35:00+03:00,2026-01-12 17:45:00+03:00,2026-01-13 14:25:00+03:00,6,2026-01-12 17:45:00+03:00|2026-01-12 20:20:00+03:00|2026-01-12 21:50:00+03:00|2026-01-13 09:40:00+03:00|2026-01-13 13:05:00+03:00|2026-01-13 14:25:00+03:00,2,2,False,True,True,242|254|257|265|279|282,HIGH|LOW|LOW|LOW|LOW|LOW,767,CNYRUBF-L89-V5,11.2815,2026-01-13 14:35:00+03:00
CNYRUBF-L53,CNYRUBF-L53-V5,5,CNYRUBF,MIRROR,11.296833333333332,2026-01-13 14:45:00+03:00,2026-01-08 10:15:00+03:00,2026-01-13 14:35:00+03:00,6,2026-01-08 10:15:00+03:00|2026-01-08 10:25:00+03:00|2026-01-12 10:55:00+03:00|2026-01-12 23:10:00+03:00|2026-01-13 10:25:00+03:00|2026-01-13 14:35:00+03:00,2,2,False,True,True,113|114|213|261|268|283,LOW|LOW|LOW|HIGH|HIGH|HIGH,769,CNYRUBF-L53-V5,11.296833333333332,2026-01-13 14:45:00+03:00
CNYRUBF-L89,CNYRUBF-L89-V6,6,CNYRUBF,MIRROR,11.281571428571427,2026-01-13 14:55:00+03:00,2026-01-12 17:45:00+03:00,2026-01-13 14:45:00+03:00,7,2026-01-12 17:45:00+03:00|2026-01-12 20:20:00+03:00|2026-01-12 21:50:00+03:00|2026-01-13 09:40:00+03:00|2026-01-13 13:05:00+03:00|2026-01-13 14:25:00+03:00|2026-01-13 14:45:00+03:00,2,2,False,True,True,242|254|257|265|279|282|284,HIGH|LOW|LOW|LOW|LOW|LOW|LOW,771,CNYRUBF-L89-V6,11.281571428571427,2026-01-13 14:55:00+03:00
CNYRUBF-L0,CNYRUBF-L0-V5,5,CNYRUBF,MIRROR,11.289,2026-01-13 15:15:00+03:00,2026-01-05 09:50:00+03:00,2026-01-13 15:00:00+03:00,6,2026-01-05 09:50:00+03:00|2026-01-12 16:00:00+03:00|2026-01-12 18:10:00+03:00|2026-01-12 18:20:00+03:00|2026-01-13 09:15:00+03:00|2026-01-13 15:00:00+03:00,2,2,False,True,True,0|234|245|247|263|286,HIGH|HIGH|HIGH|HIGH|LOW|HIGH,774,CNYRUBF-L0-V5,11.289,2026-01-13 15:15:00+03:00
CNYRUBF-L89,CNYRUBF-L89-V7,7,CNYRUBF,MIRROR,11.281500000000001,2026-01-13 15:20:00+03:00,2026-01-12 17:45:00+03:00,2026-01-13 15:10:00+03:00,8,2026-01-12 17:45:00+03:00|2026-01-12 20:20:00+03:00|2026-01-12 21:50:00+03:00|2026-01-13 09:40:00+03:00|2026-01-13 13:05:00+03:00|2026-01-13 14:25:00+03:00|2026-01-13 14:45:00+03:00|2026-01-13 15:10:00+03:00,2,2,False,True,True,242|254|257|265|279|282|284|287,HIGH|LOW|LOW|LOW|LOW|LOW|LOW|LOW,775,CNYRUBF-L89-V7,11.281500000000001,2026-01-13 15:20:00+03:00
CNYRUBF-L87,CNYRUBF-L87-V4,4,CNYRUBF,MIRROR,11.2854,2026-01-13 15:30:00+03:00,2026-01-12 17:10:00+03:00,2026-01-13 15:20:00+03:00,5,2026-01-12 17:10:00+03:00|2026-01-12 17:30:00+03:00|2026-01-12 20:05:00+03:00|2026-01-13 12:30:00+03:00|2026-01-13 15:20:00+03:00,2,2,False,True,True,238|240|253|276|288,HIGH|HIGH|LOW|LOW|HIGH,777,CNYRUBF-L87-V4,11.2854,2026-01-13 15:30:00+03:00
CNYRUBF-L1,CNYRUBF-L1-V4,4,CNYRUBF,EL,11.265799999999999,2026-01-13 15:55:00+03:00,2026-01-05 10:05:00+03:00,2026-01-13 15:45:00+03:00,5,2026-01-05 10:05:00+03:00|2026-01-12 12:30:00+03:00|2026-01-12 17:35:00+03:00|2026-01-13 10:40:00+03:00|2026-01-13 15:45:00+03:00,2,2,False,True,False,1|218|241|270|290,LOW|LOW|LOW|LOW|LOW,782,CNYRUBF-L1-V4,11.265799999999999,2026-01-13 15:55:00+03:00
CNYRUBF-L92,CNYRUBF-L92-V3,3,CNYRUBF,MIRROR,11.27975,2026-01-13 16:05:00+03:00,2026-01-12 18:50:00+03:00,2026-01-13 15:55:00+03:00,4,2026-01-12 18:50:00+03:00|2026-01-13 11:35:00+03:00|2026-01-13 12:50:00+03:00|2026-01-13 15:55:00+03:00,2,2,False,True,True,249|272|277|291,HIGH|HIGH|LOW|HIGH,784,CNYRUBF-L92-V3,11.27975,2026-01-13 16:05:00+03:00
CNYRUBF-L68,CNYRUBF-L68-V5,5,CNYRUBF,MIRROR,11.246833333333333,2026-01-13 16:35:00+03:00,2026-01-09 13:00:00+03:00,2026-01-13 16:25:00+03:00,6,2026-01-09 13:00:00+03:00|2026-01-09 13:10:00+03:00|2026-01-09 16:00:00+03:00|2026-01-09 20:55:00+03:00|2026-01-09 21:30:00+03:00|2026-01-13 16:25:00+03:00,2,2,False,True,True,170|171|182|201|203|292,HIGH|HIGH|HIGH|HIGH|HIGH|LOW,790,CNYRUBF-L68-V5,11.246833333333333,2026-01-13 16:35:00+03:00
CNYRUBF-L1,CNYRUBF-L1-V5,5,CNYRUBF,MIRROR,11.265999999999998,2026-01-13 17:10:00+03:00,2026-01-05 10:05:00+03:00,2026-01-13 17:00:00+03:00,6,2026-01-05 10:05:00+03:00|2026-01-12 12:30:00+03:00|2026-01-12 17:35:00+03:00|2026-01-13 10:40:00+03:00|2026-01-13 15:45:00+03:00|2026-01-13 17:00:00+03:00,2,2,False,True,True,1|218|241|270|290|293,LOW|LOW|LOW|LOW|LOW|HIGH,797,CNYRUBF-L1-V5,11.265999999999998,2026-01-13 17:10:00+03:00
CNYRUBF-L85,CNYRUBF-L85-V1,1,CNYRUBF,EL,11.256,2026-01-13 17:15:00+03:00,2026-01-12 14:55:00+03:00,2026-01-13 17:05:00+03:00,2,2026-01-12 14:55:00+03:00|2026-01-13 17:05:00+03:00,2,2,False,True,False,228|294,LOW|LOW,798,CNYRUBF-L85-V1,11.256,2026-01-13 17:15:00+03:00
CNYRUBF-L64,CNYRUBF-L64-V4,4,CNYRUBF,MIRROR,11.255600000000001,2026-01-13 17:20:00+03:00,2026-01-09 10:20:00+03:00,2026-01-13 17:10:00+03:00,5,2026-01-09 10:20:00+03:00|2026-01-09 13:25:00+03:00|2026-01-12 09:05:00+03:00|2026-01-12 14:50:00+03:00|2026-01-13 17:10:00+03:00,2,2,False,True,True,165|173|210|227|295,LOW|HIGH|HIGH|LOW|LOW,799,CNYRUBF-L64-V4,11.255600000000001,2026-01-13 17:20:00+03:00
CNYRUBF-L98,CNYRUBF-L98-V1,1,CNYRUBF,MIRROR,11.282,2026-01-13 17:30:00+03:00,2026-01-13 14:50:00+03:00,2026-01-13 17:20:00+03:00,2,2026-01-13 14:50:00+03:00|2026-01-13 17:20:00+03:00,2,2,False,False,True,285|296,LOW|HIGH,801,CNYRUBF-L98-V1,11.282,2026-01-13 17:30:00+03:00
CNYRUBF-L86,CNYRUBF-L86-V2,2,CNYRUBF,MIRROR,11.276333333333334,2026-01-13 17:55:00+03:00,2026-01-12 15:05:00+03:00,2026-01-13 17:45:00+03:00,3,2026-01-12 15:05:00+03:00|2026-01-12 18:30:00+03:00|2026-01-13 17:45:00+03:00,2,2,False,True,True,229|248|297,HIGH|LOW|HIGH,806,CNYRUBF-L86-V2,11.276333333333334,2026-01-13 17:55:00+03:00
CNYRUBF-L85,CNYRUBF-L85-V2,2,CNYRUBF,EL,11.256333333333332,2026-01-13 18:00:00+03:00,2026-01-12 14:55:00+03:00,2026-01-13 17:50:00+03:00,3,2026-01-12 14:55:00+03:00|2026-01-13 17:05:00+03:00|2026-01-13 17:50:00+03:00,2,2,False,True,False,228|294|298,LOW|LOW|LOW,807,CNYRUBF-L85-V2,11.256333333333332,2026-01-13 18:00:00+03:00
CNYRUBF-L83,CNYRUBF-L83-V3,3,CNYRUBF,EL,11.259999999999998,2026-01-13 18:25:00+03:00,2026-01-12 14:30:00+03:00,2026-01-13 18:15:00+03:00,4,2026-01-12 14:30:00+03:00|2026-01-12 15:15:00+03:00|2026-01-12 17:50:00+03:00|2026-01-13 18:15:00+03:00,2,2,False,True,False,224|230|243|299,LOW|LOW|LOW|LOW,812,CNYRUBF-L83-V3,11.259999999999998,2026-01-13 18:25:00+03:00
