trade_id,strategy_id,symbol,direction,pullback_time,confirmation_time,entry_time,entry_price,initial_stop,initial_risk_points,initial_risk_ticks,exit_time,exit_price,exit_reason,bars_held,gross_R,cost_R_C1,net_R_C1,MAE_R,MFE_R,impulse_reference_time,setup_age_bars,quantity,fold,fold_start_state
Si-000006,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2024-03-13 13:30:00+03:00,2024-03-13 14:00:00+03:00,2024-03-13 14:00:00+03:00,124393.581135,124177.404043,216.177091981,216177.091981,2024-03-13 16:30:00+03:00,124177.404043,INITIAL_STOP,5,-1,9.25167408661e-06,-1.00000925167,0.125145319334,1.24519592737,2024-03-13 09:00:00+03:00,1,4.60968227677,WF01,FLAT
GD-000008,T2_Trend_Pullback_Continuation_v1.0,GD,SHORT,2024-03-19 16:30:00+03:00,2024-03-19 17:00:00+03:00,2024-03-19 17:00:00+03:00,2222.68006638,2229.43790309,6.75783671244,6757.83671244,2024-03-19 20:30:00+03:00,2229.43790309,INITIAL_STOP,7,-1,0.000295952696862,-1.0002959527,0.827933074654,0.444630725277,2024-03-19 15:30:00+03:00,1,148.618711609,WF01,FLAT
BR-000005,T2_Trend_Pullback_Continuation_v1.0,BR,LONG,2024-03-18 17:00:00+03:00,2024-03-18 18:30:00+03:00,2024-03-18 18:30:00+03:00,59.3071948297,58.8823920774,0.424802752291,424.802752291,2024-03-20 10:30:00+03:00,59.8685171714,ATR_TRAILING_STOP,46,1.3213717159,0.00470806742474,1.31666364847,0.129419361312,2.29719366328,2024-03-18 16:30:00+03:00,3,2355.25953106,WF01,FLAT
MIX-000007,T2_Trend_Pullback_Continuation_v1.0,MIX,SHORT,2024-03-20 14:30:00+03:00,2024-03-20 15:00:00+03:00,2024-03-20 15:00:00+03:00,458812.887106,460257.459138,1444.57203184,1444572.03184,2024-03-20 18:30:00+03:00,459644.275261,ATR_TRAILING_STOP,7,-0.575525579453,1.38449309271e-06,-0.575526963946,0.509420634459,1.11587377072,2024-03-20 11:30:00+03:00,1,0.681086132571,WF01,FLAT
GD-000009,T2_Trend_Pullback_Continuation_v1.0,GD,LONG,2024-03-25 15:00:00+03:00,2024-03-25 15:30:00+03:00,2024-03-25 15:30:00+03:00,2291.99186466,2285.94541743,6.04644723114,6046.44723114,2024-03-25 22:30:00+03:00,2288.84451173,ATR_TRAILING_STOP,14,-0.520529299024,0.000330772753577,-0.520860071777,0.529777337987,0.820300394302,2024-03-25 14:30:00+03:00,1,164.44278189,WF01,FLAT
NG-000007,T2_Trend_Pullback_Continuation_v1.0,NG,SHORT,2024-03-25 19:00:00+03:00,2024-03-25 20:30:00+03:00,2024-03-25 20:30:00+03:00,3.32503971349,3.37052908989,0.0454893763987,45.4893763987,2024-03-26 10:00:00+03:00,3.26995232383,ATR_TRAILING_STOP,10,1.21099461054,0.0439663094625,1.16702830108,0.805206563748,6.30745141602,2024-03-25 16:00:00+03:00,3,23189.4209368,WF01,FLAT
NG-000008,T2_Trend_Pullback_Continuation_v1.0,NG,SHORT,2024-03-26 11:00:00+03:00,2024-03-26 11:30:00+03:00,2024-03-26 11:30:00+03:00,3.28637646101,3.32721129577,0.0408348347663,40.8348347663,2024-03-28 15:30:00+03:00,3.11213705207,ATR_TRAILING_STOP,70,4.26693067175,0.0489777909338,4.21795288082,0.963249294373,5.42357165877,2024-03-26 10:00:00+03:00,1,26134.1318466,WF01,FLAT
Si-000007,T2_Trend_Pullback_Continuation_v1.0,Si,SHORT,2024-03-28 12:30:00+03:00,2024-03-28 14:00:00+03:00,2024-03-28 14:00:00+03:00,123806.655269,124152.11797,345.462701135,345462.701135,2024-03-28 16:00:00+03:00,124152.11797,INITIAL_STOP,4,-1,5.78933700636e-06,-1.00000578934,0.595144312013,0.432143003627,2024-03-28 10:30:00+03:00,3,2.85571361834,WF01,FLAT
GD-000001,T2_Trend_Pullback_Continuation_v1.0,GD,LONG,2024-04-09 15:30:00+03:00,2024-04-09 16:30:00+03:00,2024-04-09 16:30:00+03:00,2464.24516426,2456.67807518,7.56708907822,7567.08907822,2024-04-09 18:30:00+03:00,2456.73475891,ATR_TRAILING_STOP,4,-0.992509177343,0.00026430242585,-0.992773479769,0.860287579938,1.2836036907,2024-04-09 15:00:00+03:00,2,132.151212925,WF02,FLAT
CNY-000001,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2024-04-09 17:00:00+03:00,2024-04-09 18:30:00+03:00,2024-04-09 18:30:00+03:00,15.2964132967,15.2730246397,0.0233886569457,23.3886569457,2024-04-10 12:00:00+03:00,15.3491832397,ATR_TRAILING_STOP,18,2.25621946177,0.0855115368378,2.17070792493,0.199850238213,3.99700476427,2024-04-09 16:30:00+03:00,3,42755.7684189,WF02,FLAT
Si-000001,T2_Trend_Pullback_Continuation_v1.0,Si,LONG,2024-04-09 17:00:00+03:00,2024-04-09 18:00:00+03:00,2024-04-09 18:00:00+03:00,124456.194633,124335.850925,120.343707698,120343.707698,2024-04-10 12:00:00+03:00,124919.288921,ATR_TRAILING_STOP,19,3.84809723137,1.66190658261e-05,3.84808061231,0.0108817917815,6.73582911273,2024-04-09 16:30:00+03:00,2,8.30953291306,WF02,FLAT
NG-000001,T2_Trend_Pullback_Continuation_v1.0,NG,SHORT,2024-04-12 15:30:00+03:00,2024-04-12 16:00:00+03:00,2024-04-12 16:00:00+03:00,3.15483849065,3.22780605028,0.0729675596317,72.9675596317,2024-04-12 21:30:00+03:00,3.20709414017,ATR_TRAILING_STOP,11,-0.716149063883,0.0274094407171,-0.7435585046,0.813451491788,0.394400723291,2024-04-12 14:00:00+03:00,1,13704.7203586,WF02,FLAT
CNY-000002,T2_Trend_Pullback_Continuation_v1.0,CNY,LONG,2024-04-17 11:00:00+03:00,2024-04-17 12:00:00+03:00,2024-04-17 12:00:00+03:00,15.4763711002,15.4442832328,0.0320878673755,32.0878673755,2024-04-17 13:00:00+03:00,15.4442832328,INITIAL_STOP,2,-1,0.0623288539746,-1.06232885397,0.47342638805,0.218504486792,2024-04-17 10:30:00+03:00,2,31840.9156737,WF02,FLAT
BR-000001,T2_Trend_Pullback_Continuation_v1.0,BR,SHORT,2024-04-18 21:00:00+03:00,2024-04-18 21:30:00+03:00,2024-04-18 21:30:00+03:00,59.7960215031,60.1081049346,0.312083431463,312.083431463,2024-04-19 09:00:00+03:00,60.830412527,INITIAL_STOP,6,-3.31446952815,0.00640854271123,-3.32087807086,0.373152198533,0.614603621114,2024-04-18 18:00:00+03:00,1,3204.27135562,WF02,FLAT
NG-000002,T2_Trend_Pullback_Continuation_v1.0,NG,LONG,2024-04-22 21:00:00+03:00,2024-04-22 21:30:00+03:00,2024-04-22 21:30:00+03:00,3.22498598275,3.18488182289,0.0401041598582,40.1041598582,2024-04-23 15:30:00+03:00,3.2024854735,ATR_TRAILING_STOP,19,-0.561051754476,0.0498701383366,-0.610921892813,0.448495530098,0.717592848157,2024-04-22 20:30:00+03:00,1,24749.6623409,WF02,FLAT
Si-000002,T2_Trend_Pullback_Continuation_v1.0,Si,SHORT,2024-04-23 17:00:00+03:00,2024-04-23 17:30:00+03:00,2024-04-23 17:30:00+03:00,123616.769769,123923.721348,306.951578801,306951.578801,2024-04-24 15:30:00+03:00,123107.144591,ATR_TRAILING_STOP,27,1.66027873336,6.515685659e-06,1.66027221768,0.388235567575,3.11868351536,2024-04-23 16:00:00+03:00,1,3.3832072478,WF02,FLAT
Si-000003,T2_Trend_Pullback_Continuation_v1.0,Si,SHORT,2024-04-24 16:00:00+03:00,2024-04-24 16:30:00+03:00,2024-04-24 16:30:00+03:00,122993.421509,123184.201293,190.779784475,190779.784475,2024-04-25 09:30:00+03:00,123063.740055,ATR_TRAILING_STOP,17,-0.368584891722,1.04832910127e-05,-0.368595375013,0.528545245608,1.51012927317,2024-04-24 15:00:00+03:00,1,5.53372264958,WF02,FLAT
MIX-000001,T2_Trend_Pullback_Continuation_v1.0,MIX,SHORT,2024-04-24 15:00:00+03:00,2024-04-24 15:30:00+03:00,2024-04-24 15:30:00+03:00,468946.392795,470540.910077,1594.51728217,1594517.28217,2024-04-25 15:30:00+03:00,468606.584023,ATR_TRAILING_STOP,31,0.213110748813,1.2542981016e-06,0.213109494515,0.578640289891,1.77878311337,2024-04-24 14:30:00+03:00,1,0.6271490508,WF02,FLAT
CNY-000003,T2_Trend_Pullback_Continuation_v1.0,CNY,SHORT,2024-04-25 15:00:00+03:00,2024-04-25 15:30:00+03:00,2024-04-25 15:30:00+03:00,15.0311508201,15.0637544346,0.0326036145269,32.6036145269,2024-04-26 09:30:00+03:00,15.0633115526,ATR_TRAILING_STOP,19,-0.986416168025,0.0613428918549,-1.04775905988,0.967716123716,0.107524013746,2024-04-25 11:30:00+03:00,1,31004.3289621,WF02,FLAT
BR-000002,T2_Trend_Pullback_Continuation_v1.0,BR,LONG,2024-04-26 17:30:00+03:00,2024-04-26 18:30:00+03:00,2024-04-26 18:30:00+03:00,61.3510331747,60.8649240752,0.486109099505,486.109099505,2024-04-27 16:30:00+03:00,61.1797763827,ATR_TRAILING_STOP,26,-0.352301144328,0.00411430273993,-0.356415447068,0.422761373194,0.140920457731,2024-04-26 16:30:00+03:00,2,1988.83588124,WF02,FLAT
MIX-000002,T2_Trend_Pullback_Continuation_v1.0,MIX,LONG,2024-04-29 12:00:00+03:00,2024-04-29 13:30:00+03:00,2024-04-29 13:30:00+03:00,474140.581507,473203.311347,937.270160816,937270.160816,2024-04-30 09:30:00+03:00,474182.915928,ATR_TRAILING_STOP,23,0.0451677889163,2.13385647342e-06,0.0451656550598,0.984403409994,1.05732218111,2024-04-29 11:30:00+03:00,3,1.06920196208,WF02,FLAT
CNY-000004,T2_Trend_Pullback_Continuation_v1.0,CNY,SHORT,2024-05-02 16:30:00+03:00,2024-05-02 17:30:00+03:00,2024-05-02 17:30:00+03:00,15.0136224626,15.0606582262,0.04703576356,47.03576356,2024-05-02 18:00:00+03:00,15.0475106204,EMA50_TREND_LOSS,1,-0.720476404234,0.0425208362451,-0.762997240479,0,0,2024-05-02 16:00:00+03:00,2,21265.9858915,WF02,FLAT
GD-000002,T2_Trend_Pullback_Continuation_v1.0,GD,SHORT,2024-05-02 11:30:00+03:00,2024-05-02 12:00:00+03:00,2024-05-02 12:00:00+03:00,2405.5529782,2415.88911105,10.336132851,10336.132851,2024-05-02 18:30:00+03:00,2402.47555919,ATR_TRAILING_STOP,13,0.297734079742,0.000193495964964,0.297540583777,0,2.09939018268,2024-05-01 00:00:00+03:00,1,95.7874941698,WF02,FLAT
CNY-000005,T2_Trend_Pullback_Continuation_v1.0,CNY,SHORT,2024-05-02 18:30:00+03:00,2024-05-02 19:00:00+03:00,2024-05-02 19:00:00+03:00,15.0218023628,15.0524155646,0.0306132017787,30.6132017787,2024-05-02 20:30:00+03:00,15.0451735061,EMA50_TREND_LOSS,3,-0.763433484658,0.0653312912011,-0.828764775859,0.496231765028,0.038171674233,2024-05-02 16:00:00+03:00,1,32424.896973,WF02,FLAT
Si-000004,T2_Trend_Pullback_Continuation_v1.0,Si,SHORT,2024-05-02 16:30:00+03:00,2024-05-02 17:30:00+03:00,2024-05-02 17:30:00+03:00,122468.289886,122923.367422,455.077536698,455077.536698,2024-05-03 15:30:00+03:00,122283.046126,ATR_TRAILING_STOP,27,0.407059774902,4.39485546686e-06,0.407055380046,0.549631693903,1.35825214409,2024-05-02 16:00:00+03:00,2,2.31132276507,WF02,FLAT
