dimension,value,checkpoint_minutes,trades,average_unrealized_R,median_unrealized_R,average_MAE_R,average_MFE_R,average_price_movement,percent_profitable,percent_stopped,percent_still_open
session,Session_A,30,45,0.105432658211,-0.542680983405,0.89696773511,1.21820087583,-0.00315555555556,35.5555555556,42.2222222222,37.7777777778
session,Session_A,60,45,0.0252141317583,-0.761327671723,0.941418649394,1.45900665284,-0.00693333333333,31.1111111111,55.5555555556,20
session,Session_A,120,45,0.201739916511,-0.761327671723,0.941418649394,1.75253494327,-0.0028,31.1111111111,64.4444444444,11.1111111111
session,Session_B,5,536,-0.0165059115496,0,0.306297840499,0.313216712915,-0.000363805970149,39.552238806,2.61194029851,94.0298507463
session,Session_B,15,536,-0.00250798265073,-0.0694135601674,0.539331057699,0.584815348322,0.00419776119403,43.0970149254,14.1791044776,79.2910447761
session,Session_B,30,536,-0.0457068713191,-0.171890753022,0.662072366816,0.775274532526,0.00294589552239,41.7910447761,25.1865671642,64.1791044776
session,Session_B,60,536,0.0025211872446,-0.471639229027,0.767298471922,1.09222808628,0.00376679104478,36.5671641791,44.2164179104,40.8582089552
session,Session_B,120,536,0.130566509203,-0.581459642369,0.798591964341,1.46403513021,0.0137425373134,32.4626865672,63.4328358209,19.5895522388
session,Session_C,5,249,-0.0843363675881,0,0.322251963145,0.233487726606,-0.00270682730924,32.1285140562,4.01606425703,92.7710843373
session,Session_C,15,249,-0.0653625741899,0,0.492911760429,0.451563494458,-0.00232931726908,34.5381526104,10.843373494,83.1325301205
session,Session_C,30,249,-0.0541353125286,-0.12692476469,0.60178691857,0.634922520113,0.00371887550201,41.7670682731,18.0722891566,73.4939759036
session,Session_C,60,249,-0.0294052748526,-0.274156868842,0.732285368543,0.863731654965,0.00797590361446,36.1445783133,31.7269076305,56.6265060241
session,Session_C,120,249,-0.0743177881641,-0.45246254349,0.765493129556,1.00966539534,0.00751004016064,34.5381526104,47.3895582329,37.7510040161
candidate,10:00-17:00,5,536,-0.0165059115496,0,0.306297840499,0.313216712915,-0.000363805970149,39.552238806,2.61194029851,94.0298507463
candidate,10:00-17:00,15,536,-0.00250798265073,-0.0694135601674,0.539331057699,0.584815348322,0.00419776119403,43.0970149254,14.1791044776,79.2910447761
candidate,10:00-17:00,30,536,-0.0457068713191,-0.171890753022,0.662072366816,0.775274532526,0.00294589552239,41.7910447761,25.1865671642,64.1791044776
candidate,10:00-17:00,60,536,0.0025211872446,-0.471639229027,0.767298471922,1.09222808628,0.00376679104478,36.5671641791,44.2164179104,40.8582089552
candidate,10:00-17:00,120,536,0.130566509203,-0.581459642369,0.798591964341,1.46403513021,0.0137425373134,32.4626865672,63.4328358209,19.5895522388
