trade_id,strategy,symbol,entry_price,initial_stop,initial_risk_points,tick_size,initial_risk_ticks,gross_R,cost_R_C05,cost_R_C1,cost_R_C2
Si-000013,T3,Si,84.18,83.63209432115838,0.5479056788416301,0.001,547.9056788416301,-0.7369256823925355,0.0018251316579053854,0.0036502633158107707,0.007300526631621541
Si-000014,T3,Si,84.74,84.32079956259075,0.4192004374092448,0.001,419.2004374092448,-0.7809975824539288,0.0023854936940911377,0.004770987388182275,0.00954197477636455
CNY-000011,T3,CNY,11.84,11.766679257746064,0.0733207422539372,0.001,73.3207422539372,3.409676338711304,0.013638705354845227,0.027277410709690454,0.05455482141938091
Si-000015,T3,Si,85.92,85.42001082184412,0.4999891781558858,0.001,499.9891781558858,4.2600922041074805,0.0020000432883133757,0.0040000865766267515,0.008000173153253503
CNY-000012,T3,CNY,12.35,12.2200432470278,0.1299567529722001,0.001,129.9567529722001,-1.0,0.00769486753961848,0.01538973507923696,0.03077947015847392
CNY-000013,T3,CNY,12.38,12.261988645948309,0.118011354051692,0.001,118.011354051692,-0.7475841982141552,0.00847376091932624,0.01694752183865248,0.03389504367730496
Si-000016,T3,Si,89.65,88.87552926729258,0.7744707327074281,0.001,774.470732707428,-1.0,0.0012912043770900896,0.0025824087541801793,0.0051648175083603585
CNY-000014,T3,CNY,12.86,12.686064424390484,0.173935575609514,0.001,173.935575609514,-1.0,0.005749255127915888,0.011498510255831776,0.022997020511663552
Si-000017,T3,Si,90.47,89.53430264659012,0.9356973534098784,0.001,935.6973534098784,1.7531445666137502,0.0010687216292274305,0.002137443258454861,0.004274886516909722
Si-000018,T3,Si,92.69,92.19223488253483,0.4977651174651498,0.001,497.7651174651498,1.3606035354146635,0.0020089796671419295,0.004017959334283859,0.008035918668567718
CNY-000015,T3,CNY,12.92,12.83915578243031,0.0808442175696892,0.001,80.84421756968919,4.825104336400247,0.012369468467401293,0.024738936934802586,0.04947787386960517
Si-000019,T3,Si,94.67,93.9704459395002,0.699554060499807,0.001,699.554060499807,1.351052278492148,0.001429482089326356,0.002858964178652712,0.005717928357305424
CNY-000016,T3,CNY,13.54,13.422214734899995,0.1177852651000037,0.001,117.7852651000037,-1.0,0.008490026313146775,0.01698005262629355,0.0339601052525871
Si-000020,T3,Si,97.01,96.14817022973268,0.8618297702673203,0.001,861.8297702673203,-0.3338901511942267,0.0011603219504587575,0.002320643900917515,0.00464128780183503
CNY-000017,T3,CNY,13.6,13.505001976402028,0.0949980235979719,0.001,94.9980235979719,2.071011214094761,0.01052653478594421,0.02105306957188842,0.04210613914377684
Si-000021,T3,Si,97.84,97.1353809652706,0.7046190347293901,0.001,704.6190347293901,3.514096288743838,0.0014192066218932779,0.0028384132437865557,0.0056768264875731115
Si-000022,T3,Si,94.2,93.32531995144345,0.87468004855657,0.001,874.68004855657,-0.973107333771762,0.001143275191483146,0.002286550382966292,0.004573100765932584
Si-000023,T3,Si,95.6,94.8118044362609,0.7881955637390945,0.001,788.1955637390945,0.095620930803805,0.0012687206652827803,0.0025374413305655607,0.005074882661131121
CNY-000018,T3,CNY,13.34,13.222550724179197,0.1174492758208032,0.001,117.4492758208032,-0.9386454564543816,0.008514313885815165,0.01702862777163033,0.03405725554326066
Si-000024,T3,Si,96.9,96.09011742738532,0.8098825726146828,0.001,809.8825726146828,-0.9111098166084186,0.0012347469050624567,0.0024694938101249135,0.004938987620249827
Si-000025,T3,Si,99.7,99.17806176709752,0.5219382329024853,0.001,521.9382329024853,-1.0,0.0019159355206439376,0.003831871041287875,0.00766374208257575
Si-000026,T3,Si,100.63,100.11259628435646,0.5174037156435389,0.001,517.4037156435389,-0.3334138007593512,0.0019327267465719976,0.0038654534931439953,0.007730906986287991
CNY-000019,T3,CNY,13.897,13.794406356240632,0.1025936437593681,0.001,102.59364375936809,-0.3436414877885748,0.009747192548745861,0.019494385097491723,0.038988770194983445
Si-000027,T3,Si,102.01,101.19815884148464,0.811841158515378,0.001,811.841158515378,-1.0,0.0012317680490956013,0.0024635360981912027,0.004927072196382405
CNY-000020,T3,CNY,12.553,12.655335483606372,0.102335483606371,0.001,102.335483606371,-0.8728474595924014,0.009771781641707548,0.019543563283415097,0.039087126566830194
Si-000028,T3,Si,92.19,92.7980363517444,0.608036351744417,0.001,608.036351744417,-0.7510898040572657,0.0016446385107256576,0.0032892770214513153,0.006578554042902631
CNY-000021,T3,CNY,12.24,12.306826794723449,0.0668267947234486,0.001,66.8267947234486,-1.0,0.014964057518220514,0.02992811503644103,0.05985623007288206
Si-000029,T3,Si,88.94,89.48318595650657,0.5431859565065764,0.001,543.1859565065764,-1.0,0.0018409901581980478,0.0036819803163960956,0.007363960632792191
Si-000030,T3,Si,88.73,89.38913301629867,0.6591330162986679,0.001,659.1330162986679,0.5115187373549888,0.0015171444538091194,0.003034288907618239,0.006068577815236478
Si-000031,T3,Si,93.36,92.85795868944996,0.502041310550041,0.001,502.041310550041,-1.0,0.0019918679578467178,0.0039837359156934355,0.007967471831386871
CNY-000022,T3,CNY,12.581,12.65591595779839,0.0749159577983906,0.001,74.9159577983906,0.3878801067155811,0.013348290930099847,0.026696581860199693,0.053393163720399386
Si-000032,T3,Si,90.4,90.9769151120911,0.5769151120911005,0.001,576.9151120911005,0.6022032386977297,0.0017333572635588896,0.003466714527117779,0.006933429054235558
Si-000033,T3,Si,89.5,90.10643504718615,0.606435047186153,0.001,606.435047186153,-1.0,0.0016489812134703968,0.0032979624269407937,0.006595924853881587
CNY-000023,T3,CNY,12.531,12.625771329187002,0.0947713291870009,0.001,94.7713291870009,-1.0,0.010551714411716437,0.021103428823432874,0.04220685764686575
Si-000034,T3,Si,92.19,91.68228354057086,0.5077164594291332,0.001,507.71645942913324,-1.0,0.001969603272512341,0.003939206545024682,0.007878413090049365
CNY-000024,T3,CNY,12.382,12.449073048532984,0.0670730485329844,0.001,67.0730485329844,2.8942810440852,0.014909118071593714,0.02981823614318743,0.05963647228637486
Si-000035,T3,Si,88.95,89.46930685068614,0.5193068506861351,0.001,519.3068506861351,1.5612849417961006,0.0019256437666453816,0.0038512875332907632,0.0077025750665815265
CNY-000025,T3,CNY,12.663,12.602940573291333,0.0600594267086691,0.001,60.0594267086691,-0.6991818543584591,0.016650175581107537,0.033300351162215074,0.06660070232443015
CNY-000026,T3,CNY,12.828,12.780290207955977,0.0477097920440225,0.001,47.7097920440225,-0.945552619558899,0.020960057823712287,0.04192011564742457,0.08384023129484915
Si-000036,T3,Si,93.29,92.71412322877464,0.575876771225353,0.001,575.876771225353,-1.0,0.0017364826121953067,0.0034729652243906135,0.006945930448781227
CNY-000027,T3,CNY,12.864,12.796900885678582,0.0670991143214188,0.001,67.0991143214188,-1.0,0.014903326371936755,0.02980665274387351,0.05961330548774702
Si-000037,T3,Si,92.36,92.00432522834669,0.3556747716533266,0.001,355.6747716533266,0.3079553737739383,0.002811557298122601,0.005623114596245202,0.011246229192490404
CNY-000028,T3,CNY,12.854,12.805369144059654,0.0486308559403454,0.001,48.6308559403454,-1.0,0.020563076274591634,0.04112615254918327,0.08225230509836653
Si-000038,T3,Si,92.89,92.50478627419704,0.38521372580297,0.001,385.21372580297,-1.0,0.002595961496220107,0.005191922992440214,0.010383845984880428
Si-000039,T3,Si,92.87,92.4159595191493,0.4540404808507077,0.001,454.0404808507077,-0.2694190693905829,0.0022024467909256937,0.004404893581851387,0.008809787163702775
CNY-000029,T3,CNY,12.691,12.730876184058255,0.0398761840582562,0.001,39.8761840582562,-0.7540259253639107,0.02507762524465914,0.05015525048931828,0.10031050097863656
Si-000040,T3,Si,92.05,92.42131062005336,0.3713106200533644,0.001,371.3106200533644,-1.0,0.002693162936886322,0.005386325873772644,0.010772651747545287
CNY-000030,T3,CNY,12.655,12.701437286768437,0.0464372867684375,0.001,46.4372867684375,1.5504781827377594,0.02153441920469135,0.0430688384093827,0.0861376768187654
Si-000041,T3,Si,91.66,92.09865767110249,0.4386576711024759,0.001,438.6576711024759,-0.4115236114225336,0.0022796820068977834,0.004559364013795567,0.009118728027591134
Si-000042,T3,Si,93.41,93.05690417023484,0.3530958297651665,0.001,353.0958297651665,-1.0,0.0028320923548291977,0.0056641847096583955,0.011328369419316791
CNY-000031,T3,CNY,12.663,12.709169498340133,0.0461694983401308,0.001,46.1694983401308,-0.8933097525756281,0.02165932132580254,0.04331864265160508,0.08663728530321016
Si-000043,T3,Si,91.79,92.18408911017885,0.3940891101788253,0.001,394.0891101788253,-0.6036300399475215,0.0025374971654157897,0.005074994330831579,0.010149988661663159
CNY-000032,T3,CNY,12.672,12.714502865993571,0.0425028659935708,0.001,42.5028659935708,-0.3463027110545927,0.02352782516245528,0.04705565032491056,0.09411130064982112
Si-000044,T3,Si,91.55,91.85678477105316,0.3067847710531737,0.001,306.7847710531737,-0.0630649975439736,0.0032596142128146063,0.006519228425629213,0.013038456851258425
CNY-000033,T3,CNY,12.322,12.3589988860772,0.0369988860772014,0.001,36.9988860772014,2.5134803655009392,0.02702784072778334,0.05405568145556668,0.10811136291113337
CNY-000034,T3,CNY,12.289,12.355456311113914,0.0664563111139138,0.001,66.4563111139138,0.3203184301596274,0.015047479814007196,0.03009495962801439,0.06018991925602878
CNY-000035,T3,CNY,12.191,12.233082559869874,0.0420825598698737,0.001,42.0825598698737,-1.0,0.023762812982198966,0.04752562596439793,0.09505125192879586
Si-000045,T3,Si,89.76,90.23606331592326,0.4760633159232554,0.001,476.0633159232554,1.5877425521261783,0.002100560926566345,0.00420112185313269,0.00840224370626538
CNY-000036,T3,CNY,12.203,12.258626114303128,0.0556261143031289,0.001,55.6261143031289,-0.4084849303714072,0.017977167963784076,0.03595433592756815,0.0719086718551363
Si-000046,T3,Si,88.56,89.0015992020278,0.4415992020278025,0.001,441.5992020278025,-1.0,0.0022644968455741033,0.004528993691148207,0.009057987382296413
CNY-000037,T3,CNY,12.106,12.172794110323142,0.0667941103231424,0.001,66.7941103231424,13.994410684464109,0.01497137988906675,0.0299427597781335,0.059885519556267
Si-000047,T3,Si,88.63,89.29621308513974,0.666213085139745,0.001,666.213085139745,9.388159478760157,0.0015010212532679988,0.0030020425065359975,0.006004085013071995
Si-000048,T3,Si,85.55,86.03318949162781,0.4831894916278116,0.001,483.1894916278116,-1.0,0.002069581431978397,0.004139162863956794,0.008278325727913588
Si-000049,T3,Si,84.82,85.38940923493223,0.5694092349322375,0.001,569.4092349322375,-1.0,0.0017562061495525357,0.0035124122991050714,0.007024824598210143
Si-000050,T3,Si,88.2,87.6060635706258,0.593936429374196,0.001,593.936429374196,0.5413764438480353,0.0016836818732497262,0.0033673637464994525,0.006734727492998905
Si-000051,T3,Si,89.75,88.74280117844813,1.0071988215518672,0.001,1007.1988215518672,-0.7114408160528243,0.000992852631081542,0.001985705262163084,0.003971410524326168
Si-000052,T3,Si,88.68,88.09219313720592,0.587806862794082,0.001,587.806862794082,1.5984578588837794,0.0017012390689802404,0.0034024781379604807,0.0068049562759209615
Si-000053,T3,Si,87.78,88.26928862756002,0.4892886275600148,0.001,489.2886275600148,-1.0,0.0020437834514707635,0.004087566902941527,0.008175133805883054
CNY-000038,T3,CNY,12.241,12.135966258451855,0.1050337415481426,0.001,105.0337415481426,0.211073619705117,0.00952075004908443,0.01904150009816886,0.03808300019633772
CNY-000039,T3,CNY,12.428,12.2880157077526,0.1399842922474015,0.001,139.9842922474015,1.3870894521171977,0.007143658648733589,0.014287317297467178,0.028574634594934357
Si-000054,T3,Si,89.79,89.21031944925689,0.5796805507431202,0.001,579.6805507431202,0.8354997283791823,0.0017250880656907537,0.0034501761313815073,0.006900352262763015
CNY-000040,T3,CNY,13.084,12.994080173462969,0.0899198265370309,0.001,89.9198265370309,0.5061045016308885,0.01112101789462615,0.0222420357892523,0.0444840715785046
CNY-000041,T3,CNY,13.164,13.089522789976352,0.0744772100236463,0.001,74.4772100236463,-0.261472351020857,0.013426926165500869,0.026853852331001737,0.053707704662003475
CNY-000042,T3,CNY,13.399,13.3238353460314,0.0751646539685992,0.001,75.1646539685992,0.4257320204436559,0.01330412563886425,0.0266082512777285,0.053216502555457
Si-000055,T3,Si,95.5,94.9931672973925,0.5068327026074968,0.001,506.8327026074968,1.4288444010535053,0.0019730376411295296,0.003946075282259059,0.007892150564518119
Si-000056,T3,Si,96.06,95.55282737203996,0.5071726279600313,0.001,507.17262796003126,0.9757194914750018,0.0019717152402767427,0.003943430480553485,0.00788686096110697
Si-000057,T3,Si,98.32,97.86617030796684,0.453829692033139,0.001,453.829692033139,-0.9370905978067616,0.002203469754303734,0.004406939508607468,0.008813879017214936
CNY-000043,T3,CNY,13.636,13.583023273238265,0.0529767267617344,0.001,52.9767267617344,2.283697764349155,0.0188762134077772,0.0377524268155544,0.0755048536311088
Si-000058,T3,Si,99.15,98.75709017272224,0.3929098272777764,0.001,392.9098272777764,0.8248864366251224,0.0025451132310137605,0.005090226462027521,0.010180452924055042
CNY-000044,T3,CNY,13.836,13.782862875093391,0.053137124906609,0.001,53.137124906608996,-0.5592372713326341,0.018819234231388076,0.03763846846277615,0.0752769369255523
CNY-000045,T3,CNY,13.903,13.850148903686865,0.0528510963131374,0.001,52.8510963131374,-0.3744117212957094,0.01892108337876477,0.03784216675752954,0.07568433351505909
CNY-000046,T3,CNY,13.992,13.915489048562389,0.0765109514376138,0.001,76.5109514376138,3.8444271625761615,0.013070024371810212,0.026140048743620425,0.05228009748724085
Si-000059,T3,Si,102.49,101.8163547288828,0.6736452711171808,0.001,673.6452711171808,3.240863134045634,0.001484460802851906,0.002968921605703812,0.005937843211407624
CNY-000047,T3,CNY,14.541,14.430074071598076,0.1109259284019241,0.001,110.9259284019241,2.5069820472716757,0.009015024840510186,0.01803004968102037,0.03606009936204074
Si-000060,T3,Si,106.27,105.34988030878198,0.9201196912180194,0.001,920.1196912180194,2.5124546304364226,0.0010868151280147456,0.002173630256029491,0.004347260512058982
CNY-000048,T3,CNY,13.423,13.609506849272506,0.1865068492725061,0.001,186.5068492725061,-0.9663216478038305,0.005361733383522527,0.010723466767045053,0.021446933534090107
Si-000061,T3,Si,102.89,101.74899558268064,1.1410044173193512,0.001,1141.0044173193512,0.3000846231920824,0.0008764207962922495,0.001752841592584499,0.003505683185168998
