generation,futures_type,lifecycle_stage,strategy,timeframe,instrument,months_observed,months_with_trades,total_trades,total_net_R,PF,expectancy_R,positive_months,negative_months,positive_month_share,mean_monthly_R,median_monthly_R,monthly_R_std,best_month_R,worst_month_R,longest_negative_month_streak,contribution_to_portfolio_total_R,contribution_to_positive_R,contribution_to_negative_R,share_of_portfolio_losses,number_of_months_in_which_instrument_was_worst,number_of_months_in_which_instrument_was_best
v3,perpetual,walk_forward,T3,H1,USDRUBF,8,8,14,12.0435361447,6.94217832716,0.860252581764,6,2,0.75,1.50544201809,0.895415504581,2.4158017273,5.46648912639,-0.861255067059,1,0.31450889859,0.343317580679,0.996205354604,0.169572415991,2,2
v3,perpetual,walk_forward,T3,H1,CNYRUBF,8,7,16,17.6745078037,4.83925380159,1.10465673773,4,3,0.5,2.20931347546,0.863531169288,4.37787551724,12.0734700091,-0.908418429062,1,0.461557960691,0.503893489229,1.46333859329,0.249087057735,1,1
v3,perpetual,walk_forward,T3,H1,GLDRUBF,8,8,22,0.224042326471,1.03759208693,0.0101837421123,3,5,0.375,0.0280052908088,-0.250828907559,1.3445774935,3.04524838697,-1.15123566326,5,0.00585071564442,0.091987043866,2.04408451962,0.347940661914,4,2
v3,perpetual,walk_forward,T3,H1,IMOEXF,8,8,14,8.35106281786,3.05104290939,0.59650448699,5,3,0.625,1.04388285223,1.27398230969,1.8306707009,3.98068817091,-2.00037118008,2,0.218082425074,0.266812622145,1.37117934706,0.233399864359,1,3
v3,perpetual,true_oos,T2,M30,USDRUBF,21,21,85,21.422458778,1.53295570006,0.2520289268,8,13,0.380952380952,1.02011708467,-1.02150715847,4.7145277825,14.4379465932,-3.1294973361,3,0.645585560876,0.51320265114,0.420077565725,0.202831820032,4,5
v3,perpetual,true_oos,T2,M30,CNYRUBF,21,21,90,0.167702173535,1.00356965089,0.00186335748372,9,12,0.428571428571,0.00798581778736,-0.71296658924,3.54960412006,8.50884804635,-5.02273358486,5,0.0050538597312,0.338489270013,0.573045234407,0.276691300224,7,4
v3,perpetual,true_oos,T2,M30,GLDRUBF,21,21,81,9.77765663322,1.2425627392,0.120711810287,11,10,0.52380952381,0.46560269682,0.071739684218,3.37535046718,10.5948642819,-3.96346002367,3,0.294658704074,0.386934402279,0.451845970502,0.21817099519,4,4
v3,perpetual,true_oos,T2,M30,IMOEXF,21,21,105,1.815171745,1.03060680251,0.0172873499524,12,9,0.571428571429,0.0864367497619,0.51007836153,3.48729176089,6.45334596249,-6.48907339305,2,0.0547018753182,0.39013406182,0.626094663388,0.302305884553,6,8
v3,perpetual,true_oos,T2,H1,USDRUBF,21,16,34,33.9163232296,3.49513443046,0.997538918517,12,4,0.571428571429,1.61506301093,0.348287544569,3.39664063109,12.4489625057,-2.64148244386,1,0.517524134909,0.465232068042,0.307153210389,0.138807133095,3,10
v3,perpetual,true_oos,T2,H1,CNYRUBF,21,17,35,8.76535174486,1.5195230427,0.250438621282,7,10,0.333333333333,0.417397702136,0,2.42815150382,7.15192524909,-2.68851048492,3,0.133749199411,0.22735110016,0.510309537855,0.230616518223,2,2
v3,perpetual,true_oos,T2,H1,GLDRUBF,21,18,48,27.1168783936,2.06685185342,0.564934966534,10,8,0.47619047619,1.29127992351,0,3.28793495117,10.181928975,-3.29592612873,4,0.413772416812,0.41670479714,0.425569379478,0.192321172303,2,7
v3,perpetual,true_oos,T2,H1,IMOEXF,21,21,55,-4.26282094166,0.860789115885,-0.077505835303,4,17,0.190476190476,-0.202991473413,-0.848507878029,2.7848903673,9.37213081596,-2.60831347009,5,-0.065045751132,0.19218009661,0.969773536798,0.43825517638,14,2
v3,perpetual,true_oos,T3,M30,USDRUBF,21,20,82,41.2276176804,2.18935615209,0.50277582537,13,7,0.619047619048,1.96321988954,0.716573537966,4.20351392094,12.1935714388,-4.07900083218,4,0.263482129325,0.288926768865,0.43823682693,0.21594659726,2,4
v3,perpetual,true_oos,T3,M30,CNYRUBF,21,21,91,44.3686426937,2.24325924838,0.487567502129,14,7,0.666666666667,2.11279250922,0.63864116518,4.42591306193,14.0215660398,-4.91273402244,4,0.283556147794,0.318162822516,0.521236031856,0.256845478362,4,5
v3,perpetual,true_oos,T3,M30,GLDRUBF,21,20,91,41.3638065699,1.93329404499,0.454547324944,12,8,0.571428571429,1.96970507476,0.46264821754,4.65771545149,15.7549334576,-5.67335450535,1,0.264352500708,0.294382796517,0.470601650152,0.231894762764,6,5
v3,perpetual,true_oos,T3,M30,IMOEXF,21,20,105,29.5120922345,1.64783226183,0.28106754509,11,9,0.52380952381,1.40533772545,0.548182788556,3.57047473788,7.37771195621,-5.01929828609,5,0.188609222174,0.24840684215,0.59930142238,0.295313161614,9,7
v3,perpetual,true_oos,T3,H1,USDRUBF,20,17,49,23.2876897964,2.42333238296,0.475258975437,9,8,0.45,1.16438448982,0,3.17857565978,8.16833009311,-2.12815052154,4,0.275819009116,0.300669625714,0.395609408202,0.249951476128,5,2
v3,perpetual,true_oos,T3,H1,CNYRUBF,20,19,51,21.624393858,2.54123305758,0.424007722706,10,9,0.5,1.0812196929,0.406506199266,2.66137779717,7.76788554964,-2.12310961987,3,0.256118959793,0.288682001294,0.413086482975,0.260993732828,5,7
v3,perpetual,true_oos,T3,H1,GLDRUBF,20,15,41,36.1997593417,3.69344533815,0.882920959555,9,6,0.45,1.80998796709,0,4.31572643237,14.3506139645,-1.97829543222,2,0.428749345219,0.397103978957,0.276205401734,0.174510379295,3,6
v3,perpetual,true_oos,T3,H1,IMOEXF,20,19,58,3.31921152411,1.13853115388,0.0572277848985,10,9,0.5,0.165960576206,0.03204229204,1.67662439722,3.69952277257,-2.81924261489,2,0.039312685871,0.134435288588,0.497843543525,0.314544411749,7,5
