generation,lifecycle_stage,strategy,timeframe,trades,trades_with_MAE,trades_with_MFE,avg_MAE,median_MAE,p25_MAE,p75_MAE,avg_MFE,median_MFE,p25_MFE,p75_MFE,winner_avg_MAE,loser_avg_MAE,winner_avg_MFE,loser_avg_MFE
v2,baseline,T3,H1,741,741,741,0.593902739650715,0.622664695383,0.278002637499,0.974317338229,1.59062742566393,1.03236937869,0.385383470767,2.19037824078,0.321617648607167,0.780170495114597,3.08945583156604,0.56529253889908
v2,baseline,T3,M30,1563,1563,1563,0.608210785410455,0.636941507287,0.2997194073345,0.9908662226415,1.51626541681315,0.999071071607,0.3462646895775,2.069289271865,0.334084091899244,0.791840525615081,2.97701399194633,0.537751146932262
v2,true_oos,T2,H1,297,297,297,0.420513479895695,0.40579311437,0.151367224978,0.675970873072,1.50584456003319,0.845491905253,0.253837143248,1.89668195203,0.301578957111208,0.489470197893084,3.18185113736487,0.534117342324929
v2,true_oos,T2,M30,437,437,437,0.471856168668363,0.480898508097,0.244224558879,0.696299114314,1.74859674421222,0.821914786518,0.280116917179,1.82395261223,0.365673941232232,0.525129726076181,4.14261330037039,0.547475035624272
v2,true_oos,T3,H1,327,327,327,0.623839471517699,0.648809381901,0.3000863764485,0.997271625913,1.56088321150715,0.841757744697,0.312573220813,1.98058242959,0.298420615851153,0.817503375865595,3.33497836074064,0.505080244646249
v2,true_oos,T3,M30,698,698,698,0.632964211196967,0.640775104859,0.339040184234,1,1.57825788803423,0.902874011925,0.3160819777635,2.0684798187575,0.345270671502189,0.818879375999725,3.24758106698597,0.499497154466362
v2,walk_forward,T2,H1,117,117,117,0.460948432736442,0.470456235569,0.230030229463,0.688684628592,1.68664210907529,1.0304333271,0.379675555038,2.5019676813,0.4100220890667,0.491643763167519,3.50117648235932,0.592950158054778
v2,walk_forward,T2,M30,210,210,210,0.424288362774386,0.386408315034,0.18463752147,0.66375192985725,1.48991483421083,0.959748663294,0.347435976969,1.94651932268,0.331800500347579,0.48594693772559,2.95551056327808,0.51285101483266
v2,walk_forward,T3,H1,95,95,95,0.631313689500322,0.708651980761,0.269002619794,1,1.71858101089117,0.936814998537,0.278682643185,2.295297099865,0.299350205737516,0.852622678675526,3.59703099086079,0.466281024244763
v2,walk_forward,T3,M30,324,324,324,0.630582176592398,0.6410751426055,0.33452708517225,0.99693107550925,1.46412718222874,0.9091208557445,0.3078207083475,1.879616229635,0.338616174323178,0.809247939175055,2.98135349253893,0.535675260994138
v3,baseline,T2,H1,176,176,176,0.432861912103249,0.422103791442,0.205078606792,0.6295849504645,1.99978431810943,1.069835733285,0.37954255375125,2.970670442445,0.356417956347147,0.483343769678033,4.03342314618314,0.656815280702269
v3,baseline,T2,M30,366,366,366,0.445611675724627,0.4294164337585,0.20819850305625,0.68149189688,1.67597213011345,0.981208115941,0.34740878748625,2.3363815001725,0.339682417642773,0.507518384993243,3.52767577324864,0.593807663346137
v3,baseline,T3,H1,184,184,184,0.532499353348179,0.4845519685365,0.22392016873875,0.88597004412825,2.0001842584676,1.252126204345,0.46812419187225,2.709679096295,0.28693391601352,0.743338365201169,3.65222176400727,0.581768218357778
v3,baseline,T3,M30,398,398,398,0.573185970605492,0.5532157454885,0.25147412990175,0.986192336626,1.74105370326695,1.01328815445,0.3583376251455,2.3958790642175,0.306492814746537,0.780349404174501,3.27686683888348,0.548055999707686
v3,true_oos,T2,H1,172,172,172,0.465946142348038,0.475461795113,0.254040024469,0.682415131293,1.82371537297741,0.8693030031935,0.2528596369805,2.0625796975325,0.404118624380929,0.501681313283156,4.06387414966232,0.528944703884297
v3,true_oos,T2,M30,361,361,361,0.474645306287933,0.467682405559,0.24170133464,0.740333708774,1.50261272897273,0.736170768512,0.24672972679,1.81930183497,0.352095211276118,0.532669024742507,3.57761480209457,0.520162767821166
v3,true_oos,T3,H1,199,199,199,0.492061497759671,0.464995328975,0.2172858918505,0.746803048167,1.56242506876079,0.842305550803,0.3058087695625,2.232934772515,0.284044201412885,0.650375546306783,3.04933708716395,0.430792913161924
v3,true_oos,T3,M30,369,369,369,0.588314720911727,0.634037512466,0.258487409492,0.984373022404,1.83023475680961,0.956816540222,0.352474978533,2.3109624236,0.304515294165931,0.812874461492138,3.53690856470979,0.479808394247824
v3,walk_forward,T2,H1,85,85,85,0.422231200976112,0.406172717283,0.160016604377,0.62311012177,2.24127397548406,1.32676806286,0.421237716008,3.24996193047,0.324837680570908,0.500974898325,4.13482735222289,0.710315926205851
v3,walk_forward,T2,M30,193,193,193,0.457252099573226,0.450218802638,0.197591297158,0.704681828451,1.79335821345158,1.07327548258,0.387546373869,2.31602401844,0.372273227571642,0.510096104011185,3.69641759711422,0.609943134535323
v3,walk_forward,T3,H1,66,66,66,0.431011340235605,0.3839049690535,0.22313613199975,0.63060489815375,1.89788954035485,1.30386876181,0.56874038626275,2.67762554605,0.292997997630219,0.596627351362067,3.03494085621044,0.533427961328133
v3,walk_forward,T3,M30,171,171,171,0.591681619886866,0.615934835426,0.2697103616745,0.998391931517,1.71686915227532,0.874115763011,0.313213469248,2.21213428407,0.294943850758207,0.787586166496078,3.44003458539147,0.579245371188925
