generation,lifecycle_stage,strategy,timeframe,entry_weekday,trades,winners,losers,win_rate,net_R,expectancy_R,PF,avg_win_R,avg_loss_R,median_R,std_R,best_trade_R,worst_trade_R,average_holding_hours,median_holding_hours,average_MAE_R,median_MAE_R,average_MFE_R,median_MFE_R,small_sample_flag
v3,walk_forward,T2,M30,1,43,21,22,0.488372093023256,42.1610600092167,0.980489767656202,3.21761961561243,2.91299589767787,-0.864175174637205,-0.0133686557474,3.1992490413707,14.8739692779,-2.52449966961,17.5697674418605,17.5,0.511225219769707,0.500321874657,2.51377701696052,1.27767163308,false
v3,walk_forward,T2,M30,2,41,13,28,0.317073170731707,11.6821818822613,0.284931265421007,1.57659819040573,2.45713127603492,-0.723590168078311,-0.412352551657,1.78734533265248,6.37696913641,-1.15188029918,11.9634146341463,12.5,0.452786832118788,0.416352314225,1.90041487145953,1.25006339264,false
v3,walk_forward,T2,M30,3,30,10,20,0.333333333333333,-4.1037462821559,-0.13679154273853,0.661076542457011,0.800443387128,-0.605409007671795,-0.3268414640685,0.730904328947797,1.47769524717,-1.000443082,11.65,10,0.453807296663,0.500079054812,1.25530397160549,1.07762455115,false
v3,walk_forward,T2,M30,4,37,16,21,0.432432432432432,11.146961833777,0.30126923875073,1.7534462912553,1.62134971605244,-0.704506363002952,-0.317412070171,1.58270019883827,6.41851590164,-1.07503646711,33.8378378378378,10.5,0.36846788646347,0.315289920106,1.68294381598604,1.35644989683,false
v3,walk_forward,T2,M30,5,3,0,3,0,-2.335614654181,-0.778538218060333,0,NA,-0.778538218060333,-0.816674840368,0.223282567693475,-0.488007467363,-1.03093234645,1.66666666666667,2,0.519469554056333,0.417586677141,0.465794846767333,0.201060251957,true
v3,walk_forward,T3,H1,0,16,9,7,0.5625,16.5686174649656,1.03553859156035,6.09027296201026,2.2026193381827,-0.4649937969541,0.17742091834865,2.98844564338838,12.1271518237,-1.00016596638,36.375,42.5,0.390248972173069,0.3849624896855,2.21694874241575,0.9589544623915,true
v3,walk_forward,T3,H1,1,11,6,5,0.545454545454545,8.366802588391,0.760618417126455,4.71465370809622,1.76986335506373,-0.45047550839828,0.0796940282834,1.37031406846826,3.1266214684,-0.810380210753,24.8181818181818,24,0.332058365911036,0.377145487728,2.06938999245918,1.36250963238,true
v3,walk_forward,T3,H1,2,9,5,4,0.555555555555556,-1.109467444894,-0.123274160543778,0.624639916406794,0.3692548474524,-0.738935420539,0.167749600725,0.605367385577428,0.67207247998,-1.00010794393,18.3333333333333,21,0.458544028302133,0.314058649325,1.04429495731167,1.46201896863,true
v3,walk_forward,T3,H1,3,14,7,7,0.5,3.3248515998336,0.237489399988114,1.83685549388048,1.042554448878,-0.567575648901771,0.1046850506908,1.09311294375829,3.20430108537,-1.0002052137,63.8571428571429,87,0.513426114670357,0.5002059909235,1.69411453160079,0.9523455497205,true
v3,walk_forward,T3,H1,4,16,9,7,0.5625,11.1423448844,0.696396555275,3.63676814558254,1.70756702082722,-0.603679757577857,0.2904290872315,1.40670961147038,3.24047022994,-0.908418429062,71.1875,75,0.45220381347845,0.381500508981,2.11937386309381,1.93293631437,true
v3,walk_forward,T3,M30,0,43,17,26,0.395348837209302,0.0879758742052001,0.00204595056291163,1.00492929850132,1.05503060844622,-0.6864440180531,-0.271368763441,1.02646366106824,3.45560268862,-1.30402417311,13.6046511627907,15,0.534716284690998,0.595138668205,1.53048784338334,0.924540679777,false
v3,walk_forward,T3,M30,1,38,15,23,0.394736842105263,25.0987410485258,0.660493185487521,2.47092621000431,2.81079756292836,-0.741879234582591,-0.378715676955,2.30795258410571,7.82165559416,-1.14672320561,14.9342105263158,16.75,0.594688130812621,0.560953837399,2.13784560600426,0.845381289394,false
v3,walk_forward,T3,M30,2,17,8,9,0.470588235294118,3.2627971536549,0.191929244332641,1.49406294931327,1.23335101963636,-0.733779000381778,-0.209587693028,1.17592132524704,2.81481291453,-1.01210826695,20.9705882352941,17,0.635075795279647,0.627036229758,1.50803946379511,1.19922074723,true
v3,walk_forward,T3,M30,3,37,10,27,0.27027027027027,-0.504872598042,-0.0136452053524865,0.977876710410679,2.2315992084112,-0.845217210450148,-0.79004604035,1.57756768066193,4.77398330487,-1.12261664082,20.2702702702703,9.5,0.692107562977205,0.930887497644,1.40928025286408,0.489543979509,false
v3,walk_forward,T3,M30,4,36,18,18,0.5,18.7212330298638,0.52003425082955,2.40158375435977,1.78213510911218,-0.742066607453078,7.64711010500033e-05,1.7973068560146,5.55550281505,-1.11834768289,38.8333333333333,38.5,0.532842762170861,0.5579931724585,1.90987429180404,1.32678493198,false
