generation,lifecycle_stage,strategy,timeframe,exit_reason_raw,trades,share_of_trades,winners,losers,win_rate,net_R,expectancy_R,PF,avg_win_R,avg_loss_R,median_R,std_R,best_trade_R,worst_trade_R,average_holding_hours,median_holding_hours,average_MAE_R,median_MAE_R,average_MFE_R,median_MFE_R,small_sample_flag
v3,baseline,T3,M30,ATR_TRAILING_STOP,398,1,174,224,0.437185929648241,130.435244893839,0.327726745964419,1.76921819082489,1.7241599771791,-0.757002638996982,-0.2827497002615,1.69591651462406,10.0110673543,-1.15680299257,19.855527638191,14.5,0.573185970605492,0.5532157454885,1.74105370326695,1.01328815445,false
v3,true_oos,T2,H1,ATR_TRAILING_STOP,108,0.627906976744186,62,46,0.574074074074074,125.22821798513,1.15952053689935,5.69711148736827,2.44982104408264,-0.579580146695522,0.3538366962165,2.5735449000039,12.9932280859,-0.997046050257,47.6666666666667,38.5,0.443323222979894,0.432969195255,2.73845768774829,1.749764808665,false
v3,true_oos,T2,H1,EMA50_TREND_LOSS,12,0.0697674418604651,1,11,0.0833333333333333,-6.976246668632,-0.581353889052667,0.0211468970318649,0.15071308404,-0.647905432061091,-0.6401168168565,0.30074658502649,0.15071308404,-0.970078277792,13,6,0.42508609553825,0.429476940162,0.300936979672983,0.0745948541394,true
v3,true_oos,T2,H1,INITIAL_STOP,52,0.302325581395349,0,52,0,-52.7162388901,-1.01377382480962,0,NA,-1.01377382480962,-1.0001329338,0.0490752566059326,-1.00000661497,-1.34605231801,10.5384615384615,5,0.522361447222596,0.5703050323155,0.275276348446608,0.1607646597695,false
v3,true_oos,T2,M30,ATR_TRAILING_STOP,206,0.570637119113573,116,90,0.563106796116505,172.538954951484,0.837567742482933,4.63733378824906,1.8963320012668,-0.527061746616273,0.153289353013,2.24819369686506,14.6714150043,-2.55787447421,26.0218446601942,19.5,0.420901803164683,0.397759381022,2.39399437189529,1.57061613578,false
v3,true_oos,T2,M30,EMA50_TREND_LOSS,48,0.132963988919668,0,48,0,-28.876920184924,-0.601602503852583,0,NA,-0.601602503852583,-0.6196567395785,0.16789302228634,-0.325936079831,-0.983281399911,5.19791666666667,3.5,0.401897304581238,0.398619638325,0.383483296650977,0.2268427454865,false
v3,true_oos,T2,M30,INITIAL_STOP,107,0.296398891966759,0,107,0,-110.47904543681,-1.03251444333467,0,NA,-1.03251444333467,-1.00025183214,0.177745754653723,-1.00001299648,-2.84099867441,3.16355140186916,2,0.610748724281495,0.737514354033,0.288534171116635,0.158188386856,false
v3,true_oos,T3,H1,ATR_TRAILING_STOP,199,1,86,113,0.4321608040201,84.4310545202659,0.424276655880733,2.24544369911344,1.77003491333482,-0.599928743597597,-0.203794989892,1.70715854028842,10.1793183443,-1.0501541399,36.572864321608,25,0.492061497759671,0.464995328975,1.56242506876079,0.842305550803,false
v3,true_oos,T3,M30,ATR_TRAILING_STOP,369,1,163,206,0.441734417344173,156.472159178471,0.424043791811574,1.97656824881925,1.94293685249717,-0.777798775624116,-0.257718236941,2.07201857786494,14.4040122767,-1.12769297394,18.6111111111111,16,0.588314720911727,0.634037512466,1.83023475680961,0.956816540222,false
v3,walk_forward,T2,H1,ATR_TRAILING_STOP,59,0.694117647058824,38,21,0.644067796610169,71.8885216280136,1.21844951911887,7.86445856165289,2.16739714361646,-0.498693801400562,0.773306016569,2.69903332288052,18.3674323515,-0.945386969714,46.7796610169492,30,0.352335011533788,0.340748923003,3.09032290848536,2.11604432489,false
v3,walk_forward,T2,H1,EMA50_TREND_LOSS,6,0.0705882352941176,0,6,0,-3.433246547025,-0.5722077578375,0,NA,-0.5722077578375,-0.5698688512705,0.245074028030001,-0.143127303197,-0.905196713122,17,4.5,0.3484778092755,0.3209949271535,0.3054790431355,0.297160761807,true
v3,walk_forward,T2,H1,INITIAL_STOP,20,0.235294117647059,0,20,0,-20.14870716403,-1.0074353582015,0,NA,-1.0074353582015,-1.000094578135,0.0158543232744195,-1.00003401569,-1.05519075196,10.9,5.5,0.65055097734115,0.741023511404,0.3173181028348,0.2591523826145,true
v3,walk_forward,T2,M30,ATR_TRAILING_STOP,124,0.642487046632124,74,50,0.596774193548387,125.565178178729,1.01262240466717,6.55003722877686,2.00255922765816,-0.452484093359502,0.344996404712,2.26703253879471,14.8739692779,-1.02343498438,25,19,0.409883728472032,0.3607439138625,2.59833455985918,1.63209270243,false
v3,walk_forward,T2,M30,EMA50_TREND_LOSS,19,0.0984455958549223,0,19,0,-11.678826544356,-0.614675081281895,0,NA,-0.614675081281895,-0.60855094961,0.170808422168558,-0.333592072683,-0.899133882731,3.13157894736842,2,0.366018545701158,0.306523297906,0.329724130129621,0.185607918265,true
v3,walk_forward,T2,M30,INITIAL_STOP,50,0.259067357512953,0,50,0,-52.48873101478,-1.0497746202956,0,NA,-1.0497746202956,-1.000482667035,0.214499282810588,-1.00003452752,-2.52449966961,3.86,2,0.60939441037557,0.689915515783,0.353197826023078,0.199273254492,false
v3,walk_forward,T3,H1,ATR_TRAILING_STOP,66,1,36,30,0.545454545454545,38.2931490926962,0.580199228677215,3.29825125815809,1.5265281316911,-0.55539545493945,0.150091975637,1.84729931134499,12.1271518237,-1.0002052137,46.2575757575758,33.5,0.431011340235605,0.3839049690535,1.89788954035485,1.30386876181,false
v3,walk_forward,T3,M30,ATR_TRAILING_STOP,171,1,68,103,0.39766081871345,46.6658745082077,0.272899850925191,1.60064574311524,1.82880464695196,-0.754299431888598,-0.427153856798,1.69934839050366,7.82165559416,-1.30402417311,21.3859649122807,15.5,0.591681619886866,0.615934835426,1.71686915227532,0.874115763011,false
